force,omega,beta1,abs_X1,abs_X3
1.923169812422597991e+00,1.997495861099637171e+00,2.993115388430239165e-01,6.652765925269452651e-01,7.280041760868128913e-26
1.932527164151548682e+00,2.001022626381119274e+00,2.993145099284483246e-01,6.652685860791212047e-01,4.622013249307773695e-25
1.941886553958100947e+00,2.004543983898687376e+00,2.993174567357898552e-01,6.652606238227130042e-01,6.152716877065506950e-26
1.951247969405727423e+00,2.008059957169847642e+00,2.993203795516015120e-01,6.652527054369853365e-01,7.248772770001467599e-26
1.960611398169162412e+00,2.011570569547621368e+00,2.993232786579452798e-01,6.652448306046200299e-01,4.879402455018852565e-26
1.969976828032293792e+00,2.015075844224226920e+00,2.993261543327148666e-01,6.652369990094838537e-01,7.483579270293859624e-26
1.979344246887693171e+00,2.018575804230450910e+00,2.993290068494701139e-01,6.652292103388426359e-01,4.164648523720570116e-26
1.988713642734308618e+00,2.022070472439934097e+00,2.993318364778274066e-01,6.652214642804852307e-01,1.006095354724485693e-25
1.998085003677813498e+00,2.025559871566412262e+00,2.993346434830727598e-01,6.652137605270689313e-01,4.768452583009638596e-26
2.007458317927752756e+00,2.029044024169529337e+00,2.993374281267059400e-01,6.652060987716508222e-01,2.233935810381242305e-25
2.016833573797529588e+00,2.032522952653098791e+00,2.993401906661769529e-01,6.651984787109382902e-01,2.080817033052826568e-25
2.026210759702064212e+00,2.035996679269619136e+00,2.993429313552766202e-01,6.651909000421430962e-01,1.394881181408962081e-25
2.035589864158052098e+00,2.039465226117852303e+00,2.993456504438101184e-01,6.651833624668609390e-01,1.493857411724894481e-25
2.044970875781550568e+00,2.042928615147604265e+00,2.993483481780173094e-01,6.651758656876372022e-01,1.720272462860334001e-26
2.054353783287418356e+00,2.046386868159547845e+00,2.993510248004763730e-01,6.651684094095348110e-01,1.687724337408966773e-25
2.063738575488243132e+00,2.049840006806457282e+00,2.993536805501574860e-01,6.651609933402525821e-01,1.722844878069875580e-25
2.073125241293174881e+00,2.053288052594716362e+00,2.993563156625069221e-01,6.651536171899512517e-01,6.273637320897524873e-26
2.082513769706325402e+00,2.056731026887035796e+00,2.993589303696401749e-01,6.651462806698716923e-01,2.836343374827964247e-26
2.091904149826819381e+00,2.060168950900718610e+00,2.993615249001104761e-01,6.651389834953551627e-01,3.660226641854674360e-26
2.101296370846309269e+00,2.063601845712831118e+00,2.993640994793412280e-01,6.651317253820026032e-01,2.597078236658327142e-26
2.110690422049083637e+00,2.067029732258357733e+00,2.993666543293812543e-01,6.651245060487642746e-01,1.958880615220085374e-26
2.120086292810613227e+00,2.070452631332623916e+00,2.993691896690762744e-01,6.651173252167907890e-01,6.229729211936010781e-26
2.129483972596464270e+00,2.073870563592750127e+00,2.993717057141438986e-01,6.651101826092328251e-01,5.271423412047412387e-26
2.138883450961393873e+00,2.077283549558631037e+00,2.993742026772008291e-01,6.651030779514919278e-01,9.261324604846697592e-27
2.148284717548245570e+00,2.080691609614483628e+00,2.993766807678468478e-01,6.650960109709029844e-01,4.722797160843751287e-26
2.157687762087361349e+00,2.084094764009002620e+00,2.993791401926223505e-01,6.650889813977475251e-01,1.184633783962954057e-26
2.167092574394699156e+00,2.087493032859100150e+00,2.993815811552916761e-01,6.650819889627979098e-01,1.903696518033316573e-26
2.176499144372487482e+00,2.090886436146676797e+00,2.993840038564896111e-01,6.650750334015614884e-01,1.315513163386254079e-26
2.185907462006181579e+00,2.094274993725619982e+00,2.993864084943018700e-01,6.650681144486716434e-01,1.874474560260107359e-26
2.195317517365680704e+00,2.097658725317053996e+00,2.993887952637753758e-01,6.650612318435510373e-01,1.009341333777014458e-25
2.204729300602888742e+00,2.101037650514720578e+00,2.993911643573518577e-01,6.650543853263460869e-01,6.463070019859096615e-26
2.214142801951160866e+00,2.104411788785169879e+00,2.993935159648274946e-01,6.650475746388311293e-01,1.434508428275403556e-25
2.223558011725293326e+00,2.107781159466448173e+00,2.993958502731803306e-01,6.650407995267034744e-01,1.590714084407756637e-26
2.232974920319142242e+00,2.111145781773408725e+00,2.993981674669905502e-01,6.650340597355963723e-01,1.915912125495437818e-25
2.242393518206222680e+00,2.114505674794740386e+00,2.994004677281175697e-01,6.650273550149155000e-01,7.634051800633072721e-26
2.251813795937524176e+00,2.117860857497782412e+00,2.994027512360815102e-01,6.650206851143194431e-01,1.593205706423952007e-25
2.261235744142038762e+00,2.121211348725777324e+00,2.994050181677633815e-01,6.650140497872966128e-01,7.159527466400602648e-26
2.270659353524926871e+00,2.124557167201753138e+00,2.994072686976935183e-01,6.650074487885101471e-01,5.457424533643283154e-27
2.280084614867407655e+00,2.127898331527591669e+00,2.994095029979256806e-01,6.650008818756346640e-01,2.119749452653723607e-26
2.289511519024558073e+00,2.131234860188993885e+00,2.994117212384008186e-01,6.649943488057057372e-01,1.300824870842701434e-26
2.298940056926289000e+00,2.134566771551529296e+00,2.994139235865722060e-01,6.649878493397339829e-01,9.340973908744520326e-26
2.308370219576044491e+00,2.137894083863097983e+00,2.994161102075649228e-01,6.649813832413383752e-01,4.808429646214914542e-26
2.317801998049179968e+00,2.141216815257337647e+00,2.994182812644128888e-01,6.649749502745264662e-01,3.432417882298996260e-26
2.327235383492941345e+00,2.144534983752515167e+00,2.994204369179180314e-01,6.649685502056282838e-01,1.327101855533284516e-25
2.336670367125782466e+00,2.147848607252316633e+00,2.994225773266739332e-01,6.649621828034570914e-01,4.035187825029744621e-26
2.346106940236287297e+00,2.151157703547757372e+00,2.994247026471749118e-01,6.649558478384400839e-01,2.185472434747921779e-26
2.355545094182184052e+00,2.154462290318870377e+00,2.994268130339083900e-01,6.649495450819549180e-01,9.759251878011786318e-26
2.364984820390521492e+00,2.157762385133096039e+00,2.994289086391885291e-01,6.649432743086485242e-01,6.149569187890946687e-26
2.374426110356231856e+00,2.161058005448272645e+00,2.994309896133438564e-01,6.649370352945603857e-01,1.263110225175174834e-25
2.383868955641332388e+00,2.164349168613838525e+00,2.994330561047778838e-01,6.649308278168784003e-01,5.707240965869312807e-26
2.393313347875156261e+00,2.167635891869102771e+00,2.994351082597939695e-01,6.649246516563135367e-01,8.879590780027912305e-27
2.402759278752188976e+00,2.170918192348379794e+00,2.994371462229468706e-01,6.649185065932922134e-01,9.464071420609242185e-26
2.412206740032482255e+00,2.174196087078764439e+00,2.994391701368360748e-01,6.649123924107637196e-01,5.938964952169604882e-27
